authorId,authorUniqueId,avatarLarger,avatarMedium,avatarThumb,authorDiggCount,authorFollowerCount,authorFollowingCount,authorHeartCount,authorVideoCount,commentSetting,downloadSetting,duetSetting,ftc,isADVirtual,nickname,openFavorite,privateAccount,relation,secUid,secret,signature,stitchSetting,ttSeller,verified
6683978821923881989,isabellamjohn,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a8e3f2156b25d6a452ffda1215c47492~c5_1080x1080.jpeg?x-expires=1696150800&x-signature=jKsoFKFmdcbBIQ0bjLqzL6iJMtU%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a8e3f2156b25d6a452ffda1215c47492~c5_720x720.jpeg?x-expires=1696150800&x-signature=3dlLztxc6lx1yNFTZd42E0%2FSRUE%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a8e3f2156b25d6a452ffda1215c47492~c5_100x100.jpeg?x-expires=1696150800&x-signature=Sa7J3zPcsm%2Fl4cNLlxO%2FaHUsBc0%3D,33100,174900,335,5800000,335,0,0,0,False,False,bella,False,False,0,MS4wLjABAAAAqYNy_amN2KZQACa_M7O4YXv3UDlkgpVSMJRPwHdzonlrook_qx5n-qbccoXAIoOZ,False,"traveling with my 9-5 
💌 isabellamajohn@gmail.com",0,False,False
7008216250564805637,alitraveling,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/081604a2a1fb8a083d41262b6eb10b35~c5_1080x1080.jpeg?x-expires=1696150800&x-signature=Cgy%2FixB0xqy3DAmH86xlWpkhGlw%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/081604a2a1fb8a083d41262b6eb10b35~c5_720x720.jpeg?x-expires=1696150800&x-signature=wsWGCxaJ%2FgR5%2FvAecyLnslt7jYQ%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/081604a2a1fb8a083d41262b6eb10b35~c5_100x100.jpeg?x-expires=1696150800&x-signature=7Mu8%2FNWV9PTSb7GAa0HU3Gre96k%3D,1985,166500,151,9000000,132,0,0,0,False,False,Ali | Solo + Budget Travel,False,False,0,MS4wLjABAAAA4Vd_ArVdz-dfzSt8LPW-TetUe_aP5cRvGPbrUPuPNqflTAlCo_fpMS8THNErk6Z3,False,"Hi, I’m Ali🌈
🧚‍♀️I share solo + budget travel tips
👇🏼my budget travel guide",0,False,False
6747770185614312453,kristinacors,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/01ec8e1a048b441ebd44e8ece32ac6a9~c5_1080x1080.jpeg?x-expires=1696150800&x-signature=LAlvMNZ8G37cAviEVkcSIusN2mQ%3D,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/01ec8e1a048b441ebd44e8ece32ac6a9~c5_720x720.jpeg?x-expires=1696150800&x-signature=UznDzQjZMB0KaDr7yYQDspqkJvc%3D,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/01ec8e1a048b441ebd44e8ece32ac6a9~c5_100x100.jpeg?x-expires=1696150800&x-signature=Ji%2BymYYKblxH4QFNA80isOLwHVE%3D,11900,761700,1365,17800000,1070,0,0,0,False,False,Travel Hacks - Kristina Cors,False,False,0,MS4wLjABAAAASAc7krCw2bSUQ67ojYK7dT6geddOqEb8pi4ru2k4dTkTHdNuDQrALkuEAqk4dwwf,False,"Digital Nomad / Latina 
Travel Hacks for Full Time Travel
Cornielkbc@gmail.com",0,False,False
6685819687970980869,thomaslmanuel,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/807bc7a070cb6f48ba86465b15285cc6~c5_1080x1080.jpeg?x-expires=1696150800&x-signature=E2SWmWXduj0s%2FPK5GDdwO%2BZTJfc%3D,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/807bc7a070cb6f48ba86465b15285cc6~c5_720x720.jpeg?x-expires=1696150800&x-signature=uLN4XrXtFB2rCUQyiTZV7b8jWro%3D,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/807bc7a070cb6f48ba86465b15285cc6~c5_100x100.jpeg?x-expires=1696150800&x-signature=uTAsCUJKJYuBknP7mPQgUe2qXOA%3D,6340,330600,126,13200000,558,0,0,0,False,False,Thomas Manuel,False,False,0,MS4wLjABAAAABosGZfmo90RC8yFtRyerr4OhP1IJqw1LhIbF1CF2r9Bivt_qB4wvAAuz85QsgGIU,False,"📍Bali
Travel Daddy

Become A Content Creator! Link Below  ⬇️⬇️⬇️",0,False,False
6764845416200307717,dashakofman,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/94a5aa9e480e1a2b721679e1e23f1b90~c5_1080x1080.jpeg?x-expires=1696150800&x-signature=alR63H1J5aGcquMvfiACRcISwcs%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/94a5aa9e480e1a2b721679e1e23f1b90~c5_720x720.jpeg?x-expires=1696150800&x-signature=m8ClKl0pwrDjz8ptvEwnvWrcUyg%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/94a5aa9e480e1a2b721679e1e23f1b90~c5_100x100.jpeg?x-expires=1696150800&x-signature=54YTGOJvZ6irBzWcfycfuDef0qI%3D,1516,76600,252,4900000,851,0,0,0,False,False,Dasha | Travel,False,False,0,MS4wLjABAAAAvOpoyZKmaOjSge8D2N8z_1lQpivgY-xNJ3mSFAwG8rNB9odi2QDQaKZgcrNGcaDp,False,"hi, im Dasha 👋
traveling the 🌎 with a 9-5
📍🇪🇨 - 🏡 nyc
💌kofman.dasha@gmail",0,False,False
7175147257800639494,paniluiza,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5e66a700767591be0bb89cdef76f9649~c5_1080x1080.jpeg?x-expires=1696150800&x-signature=BIgDxBTiPgzZ%2BQ0MvXWusgtnZdw%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5e66a700767591be0bb89cdef76f9649~c5_720x720.jpeg?x-expires=1696150800&x-signature=%2BRbs0kezMJU7dKXhFpf5acHtaAI%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5e66a700767591be0bb89cdef76f9649~c5_100x100.jpeg?x-expires=1696150800&x-signature=Z500JhAeOhDzgYS%2Fvt%2B9B7ed1F8%3D,92,50200,78,1200000,249,0,0,0,False,False,Luiza✈️Your Travel Guide 2023,False,False,0,MS4wLjABAAAADtMmwMM40uMOSLeZaCwymOXxDX8X_13VKpRFlvNzdsNwKup231R1iAQAtl3rTOKb,False,"💙Best Travel Destinations for 2023💙
My travel list: 
45 countries • 260 cities",0,False,False
6672574899397559301,suitelifeoflauren,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3bd29c5504ab59c411dbc53328acf23f~c5_1080x1080.jpeg?x-expires=1696150800&x-signature=n%2FQpRemQRhlWfjseqdE469q1rJA%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3bd29c5504ab59c411dbc53328acf23f~c5_720x720.jpeg?x-expires=1696150800&x-signature=ec7hXtwxqupyV%2BVpKuZ%2BGN7pb2o%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3bd29c5504ab59c411dbc53328acf23f~c5_100x100.jpeg?x-expires=1696150800&x-signature=28EuCrDlfEOduIeALvhQ3fDvQI8%3D,17400,17300,712,1200000,234,0,0,3,False,False,SuiteLifeofLauren┃Travel,False,False,0,MS4wLjABAAAAK817qM3uui25MAO5fFQyFgOAI-5R1G0XMDjfUxvOcx2-CcayWPWLBRp8YNsk6UVM,False,"solo traveling full-time w/ a 9-5 🌎
45 countries ✔️
✉️laurenakarwoski@gmail.com",0,False,False
7200957828252795947,cheaptravelbuddy,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7200958370479046699~c5_1080x1080.jpeg?x-expires=1696150800&x-signature=QP8z2SEbbQ%2BsYWtLJ97tcKndfJY%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7200958370479046699~c5_720x720.jpeg?x-expires=1696150800&x-signature=yGtgeDZQz9%2BueitXZvbtHx7lMR0%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7200958370479046699~c5_100x100.jpeg?x-expires=1696150800&x-signature=ILKEKq6nnFEMYIqzcEum8ocvGtQ%3D,2,94200,0,1300000,62,0,0,0,False,False,Cheap Travel Buddy,False,False,0,MS4wLjABAAAALHQ1kOGU2X00P7Zx3fa4DIKgDNh4CuZCVe-2AsY6Z3bAK6p84X9g6-30NLDMLrXS,False,Budget Travel Hacks everyday,0,False,False
6856959999605359622,michellemarietravels,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/04f32543b661fa408c1e8a2072d44744~c5_1080x1080.jpeg?x-expires=1696150800&x-signature=YpXmvQolVqrSiqU7g6%2Bec3YfLpg%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/04f32543b661fa408c1e8a2072d44744~c5_720x720.jpeg?x-expires=1696150800&x-signature=3rPC2ymHr%2F%2Bmj%2FANeq4n8MSz%2FVg%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/04f32543b661fa408c1e8a2072d44744~c5_100x100.jpeg?x-expires=1696150800&x-signature=5MQ9Nl9Xh81ahxR1qJF9AjIMv8w%3D,32200,92100,2526,3600000,632,0,0,0,False,False,Michelle Marie | digital nomad,False,False,0,MS4wLjABAAAAp1rwdq4uTFCn6m_SnIw_Q2nM4uAjCCvwmsOUbU4zH18SAaLF8UOxwl9eBGmM2mTo,False,"digital nomad✈️
showing you how to work & travel 
michellemarietravels@gmail.com",0,False,False
7183419945851634734,chiara.in.italy,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e1dc0396ddaeb80e77ff8a8644b21fa0~c5_1080x1080.jpeg?x-expires=1696150800&x-signature=zeBLNaFt1zhUlrPZBWDUWqwsxo8%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e1dc0396ddaeb80e77ff8a8644b21fa0~c5_720x720.jpeg?x-expires=1696150800&x-signature=4bxfsxDXn7qC0GvyFUJGObLMxmU%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e1dc0396ddaeb80e77ff8a8644b21fa0~c5_100x100.jpeg?x-expires=1696150800&x-signature=1RdAgtb41FSIKcAtNjIb6tacCgM%3D,4456,107400,17,4500000,336,0,0,0,False,False,Chiara | American in Italy,False,False,0,MS4wLjABAAAAnvU-lSGrykhS0-ZxFeBuI7tCOHRwZkTjw0T1ecDTBN51vWnv4EpXGGuvtnnWrfwT,False,"La Dolce Vita awaits 🍋   
info@chiarainitaly.com 
Dual eligibility & How-To👇🏼",0,False,False
